# path<TAB>function<TAB>normalized source line<TAB>category<TAB>scope<TAB>auditable rationale
src/context.mbt	context_status_from_raw	_ => InvalidStatus	defensive-native-value	all	Cairo status accessors return declared cairo_status_t values; the typed public API cannot inject an unknown integer.
src/device.mbt	device_status_from_raw	_ => InvalidStatus	defensive-native-value	all	Cairo status accessors return declared cairo_status_t values; the typed public API cannot inject an unknown integer.
src/device.mbt	device_type_from_raw	0 => DeviceTypeDrm	platform-backend	all	The portable release matrix has no DRM Cairo device constructor or display server capable of producing this backend.
src/device.mbt	device_type_from_raw	3 => DeviceTypeXcb	platform-backend	all	The portable release matrix has no XCB Cairo device constructor or display server capable of producing this backend.
src/device.mbt	device_type_from_raw	raise CairoInvalidArgument(	defensive-native-value	all	Cairo owns device type values and public wrappers cannot construct a device carrying an unknown native type integer.
src/device.mbt	script_mode_from_raw	raise CairoInvalidArgument(	defensive-native-value	all	Cairo script devices return only ASCII or binary mode; public raw setters are checked before this decoder runs.
src/font_face.mbt	font_face_status_from_raw	_ => InvalidStatus	defensive-native-value	all	Cairo status accessors return declared cairo_status_t values; the typed public API cannot inject an unknown integer.
src/font_face.mbt	font_slant_from_raw	raise CairoInvalidArgument(	defensive-native-value	all	Cairo toy font faces return only declared slant values and no public API can mutate the native enum storage.
src/font_face.mbt	font_weight_from_raw	raise CairoInvalidArgument(	defensive-native-value	all	Cairo toy font faces return only declared weight values and no public API can mutate the native enum storage.
src/font_options.mbt	font_options_status_from_raw	_ => InvalidStatus	defensive-native-value	all	Cairo status accessors return declared cairo_status_t values; the typed public API cannot inject an unknown integer.
src/font_options.mbt	FontOptions::get_variations	None	linked-cairo-version	cairo<1.16.0	Cairo before 1.16 rejects the variations getter before it can return the no-variation branch introduced by newer Cairo.
src/font_options.mbt	FontOptions::get_variations	Some(@utf8.decode_lossy(bytes))	linked-cairo-version	cairo<1.16.0	Cairo before 1.16 rejects the variations getter before it can return copied variation text from newer Cairo.
src/font_options.mbt	color_mode_from_raw	match raw {	linked-cairo-version	cairo<1.18.0	Cairo before 1.18 rejects color-mode getters in the native compatibility stub before the typed decoder is entered.
src/font_options.mbt	color_mode_from_raw	raise CairoInvalidArgument(	linked-cairo-version	cairo<1.18.0	Cairo before 1.18 rejects color-mode getters before the decoder can defend against an unknown native color-mode value.
src/format.mbt	format_from_raw	6 => Rgb96F	linked-cairo-version	cairo<1.17.2	Cairo before 1.17.2 cannot construct the floating-point RGB image format, so no public getter can return raw format 6.
src/format.mbt	format_from_raw	raise CairoInvalidArgument(InvalidStatus, "unknown cairo format: \{raw}")	defensive-native-value	all	Cairo validates raw image formats at construction and never stores an unknown value for the typed getter to decode.
src/path.mbt	path_status_from_raw	_ => InvalidStatus	defensive-native-value	all	Cairo status accessors return declared cairo_status_t values; the typed public API cannot inject an unknown integer.
src/path.mbt	path_data_type_from_raw	raise CairoInvalidArgument(	defensive-native-value	all	Paths are copied from Cairo-owned path data whose element tags are constrained to the declared cairo_path_data_type_t values.
src/pattern.mbt	pattern_status_from_raw	_ => InvalidStatus	defensive-native-value	all	Cairo status accessors return declared cairo_status_t values; the typed public API cannot inject an unknown integer.
src/pattern.mbt	Pattern::get_dither	dither_from_raw(self.get_dither_raw())	linked-cairo-version	cairo<1.18.0	Cairo before 1.18 raises from the raw dither getter before the public typed conversion call can complete.
src/pattern.mbt	dither_from_raw	match raw {	linked-cairo-version	cairo<1.18.0	Cairo before 1.18 rejects dither getters in the native compatibility stub before the typed decoder is entered.
src/pattern.mbt	dither_from_raw	raise CairoInvalidArgument(InvalidStatus, "unknown cairo dither: \{raw}")	linked-cairo-version	cairo<1.18.0	Cairo before 1.18 rejects dither getters before the decoder can defend against an unknown native dither value.
src/pdf_surface.mbt	pdf_version_from_raw	2 => PdfVersion1_6	linked-cairo-version	cairo<1.18.0	Cairo 1.15.10 reports only PDF 1.4 and 1.5, so its supported-version query cannot yield the later raw value 2.
src/pdf_surface.mbt	pdf_version_from_raw	raise CairoInvalidArgument(	defensive-native-value	all	The native supported-version query returns only declared PDF version values and rejects unknown raw ids before decoding.
src/ps_surface.mbt	ps_level_from_raw	raise CairoInvalidArgument(	defensive-native-value	all	The native supported-level query returns only declared PostScript levels and rejects unknown raw ids before decoding.
src/region.mbt	region_status_from_raw	_ => InvalidStatus	defensive-native-value	all	Cairo status accessors return declared cairo_status_t values; the typed public API cannot inject an unknown integer.
src/region.mbt	region_overlap_from_raw	_ => RegionOverlapOut	defensive-native-value	all	Cairo region containment returns exactly In, Out, or Part; the fallback protects against an ABI violation that public inputs cannot induce.
src/scaled_font.mbt	scaled_font_status_from_raw	_ => InvalidStatus	defensive-native-value	all	Cairo status accessors return declared cairo_status_t values; the typed public API cannot inject an unknown integer.
src/scaled_font.mbt	text_cluster_flags_from_raw	1 => TextClusterBackward	backend-dependent-output	all	The portable toy and FreeType font paths emit forward clusters; this decoder preserves backward output from backends that report flag one.
src/scaled_font.mbt	text_cluster_flags_from_raw	raise CairoInvalidArgument(	defensive-native-value	all	Cairo text-to-glyphs returns only no-flags or backward; public callers cannot inject the native result flag.
src/scaled_font.mbt	glyphs_from_native	raise CairoInvalidArgument(InvalidSize, InvalidSize.message())	native-result-invariant	all	The C glue creates exactly two position doubles per glyph; only corrupted native result storage can violate this length invariant.
src/scaled_font.mbt	text_glyph_run_from_native	raise CairoInvalidArgument(InvalidSize, InvalidSize.message())	native-result-invariant	all	The C glue creates exactly two integers per cluster; only corrupted native result storage can violate this length invariant.
src/scaled_font.mbt	with_released_text_to_glyphs_result	err => {	native-result-invariant	all	The cleanup error arm is reachable only if a native result violates a guarded decode invariant after Cairo has reported success.
src/status.mbt	status_from_raw	7 => NullPointer	defensive-native-value	all	All pointer-bearing public calls require live external objects or validated buffers, so they cannot pass a null Cairo pointer.
src/status.mbt	status_from_raw	9 => InvalidPathData	defensive-native-value	cairo>=1.18.0	Public Path values are produced by validated Cairo copies and cannot carry malformed native path records in the Cairo 1.18 release profile.
src/status.mbt	status_from_raw	15 => InvalidContent	defensive-native-value	all	Raw content constructors are validated in their dedicated C glue and do not return this value through the shared status decoder.
src/status.mbt	status_from_raw	17 => InvalidVisual	platform-status	all	InvalidVisual is emitted by display-system backends that are outside the portable image and vector release matrix.
src/status.mbt	status_from_raw	23 => TempFileError	platform-status	all	TempFileError requires an operating-system temporary-file fault that deterministic portable tests do not inject.
src/status.mbt	status_from_raw	25 => FontTypeMismatch	defensive-native-value	all	Typed font face and scaled font wrappers preserve their Cairo subtype and cannot form a mismatched native font pair.
src/status.mbt	status_from_raw	33 => UserFontNotImplemented	platform-status	all	Cairoon does not expose a user-font callback constructor that could deliberately leave a required backend callback absent.
src/status.mbt	status_from_raw	39 => PngError	linked-cairo-version	cairo<1.16.0	Cairo before 1.16 predates the PNG-specific status value, so no native operation in that profile can return raw status 39.
src/status.mbt	status_from_raw	40 => FreetypeError	platform-status	cairo>=1.16.0	Cairoon exposes no external FreeType-face constructor, so public inputs cannot deliberately induce this backend-specific failure.
src/status.mbt	status_from_raw	43 => DwriteError	platform-status	cairo>=1.18.0	DwriteError is defined in the Cairo 1.18 status range but cannot occur on the Linux and macOS release lanes.
src/surface.mbt	surface_status_from_raw	_ => InvalidStatus	defensive-native-value	all	Cairo status accessors return declared cairo_status_t values; the typed public API cannot inject an unknown integer.
src/surface.mbt	surface_type_from_raw	3 => SurfaceTypeXlib	platform-backend	all	Xlib surfaces require a live X display and are not constructible in the portable headless release matrix.
src/surface.mbt	surface_type_from_raw	11 => SurfaceTypeOs2	platform-backend	all	The OS/2 Cairo backend is unavailable on supported Linux and macOS release platforms.
src/surface.mbt	surface_type_from_raw	15 => SurfaceTypeQt	platform-backend	all	The Qt Cairo backend is unavailable in the linked portable Cairo builds used by the release matrix.
src/surface.mbt	surface_type_from_raw	17 => SurfaceTypeVg	platform-backend	all	The OpenVG Cairo backend is unavailable in the linked portable Cairo builds used by the release matrix.
src/surface.mbt	surface_type_from_raw	21 => SurfaceTypeXml	platform-backend	all	The Cairo XML backend is not enabled in the linked portable Cairo builds used by the release matrix.
src/surface.mbt	surface_type_from_raw	raise CairoInvalidArgument(	defensive-native-value	all	Cairo owns surface type values and public wrappers cannot construct a surface carrying an unknown native type integer.
src/surface.mbt	content_from_raw	raise CairoInvalidArgument(InvalidStatus, "unknown cairo content: \{raw}")	defensive-native-value	all	Cairo validates raw content values at construction and never stores an unknown value for the typed getter to decode.
src/svg_surface.mbt	svg_version_from_raw	raise CairoInvalidArgument(	defensive-native-value	all	The native supported-version query returns only declared SVG versions and rejects unknown raw ids before decoding.
src/svg_surface.mbt	svg_unit_from_raw	raise CairoInvalidArgument(	defensive-native-value	all	Cairo ignores invalid raw SVG unit setters and therefore never returns an unknown unit to the typed decoder.
